,IDMain,countedWords,date,english,floor,french,label,party,seconds,sentencePolarity,sentiment,speaker,timeStamp,wordPolaritySummed,youTube
913,2015 04 21 3,17,2015-04-21,"The Liberal leader's same old high-tax, high-debt agenda is perhaps underpinned by his position that a budget can simply balance itself. ","The Liberal leader's same old high-tax, high-debt agenda is perhaps underpinned by his position that a budget can simply balance itself. ",0,914,CPC,8.11,0.5222784106652918,-0.5222784106652918,"Mr. Andrew Saxton (Parliamentary Secretary to the Minister of Finance, CPC)",30M 7S,0.7385477982295144,https://youtu.be/trQG5aUw4gY
914,2015 04 21 4,14,2015-04-21,"Mr. Speaker, let me be clear: the Canadian Science and Engineering Hall of Fame is simply housed at the museum.","Monsieur le Président, je veux être claire: le Panthéon canadien des sciences et du génie s'est tout simplement logé au musée.",0,915,CPC,7.49,0.3608001432564509,0.3608001432564509,"Hon. Shelly Glover (Minister of Canadian Heritage and Official Languages, CPC)",37M 58S,0.655147174697569,https://youtu.be/rFMx1yecbJA
915,2015 04 21 5,24,2015-04-21,"Mr. Speaker, during the debate yesterday we learned that in the middle of a disastrous oil spill in Vancouver, nobody in the federal government thought it was necessary to contact Vancouver city hall. ","Mr. Speaker, during the debate yesterday we learned that in the middle of a disastrous oil spill in Vancouver, nobody in the federal government thought it was necessary to contact Vancouver city hall. ",0,916,LIB,8.11,0.5525530410367147,-0.5525530410367147,"Mr. Adam Vaughan (Trinity—Spadina, Lib.)",40M 56S,1.4795981028177525,https://youtu.be/f6zvRUPWQTU
916,2015 04 21 6,7,2015-04-21,"Mr. Speaker, the pyrrhotite problem falls under provincial jurisdiction.","Monsieur le Président, le problème de la pyrrhotite en est un de compétence provinciale.",1,917,CPC,4.43,0.13174637734690411,-0.13174637734690411,"Hon. Ed Holder (Minister of State (Science and Technology), CPC)",42M 33S,0.3553698861339528,https://youtu.be/BhB_Jhghfrg
917,2015 04 21 7,17,2015-04-21,Could the Minister of the Environment update the House on what our government is doing and how we are investing in the great people of Canada's north?,Could the Minister of the Environment update the House on what our government is doing and how we are investing in the great people of Canada's north?,0,918,CPC,9.05,0.2664979157083767,0.2664979157083767,"Mr. Ryan Leef (Yukon, CPC)",43M 26S,0.6236979921834844,https://youtu.be/FLyHqxzNn0Q
918,2015 04 21 8,52,2015-04-21," Mr. Speaker, after investing in Churchill Falls, which will be in direct competition with Hydro-Quebec and Quebec's revenues, after imposing a toll on the new Champlain Bridge and after condoning the comments of a member who said he was fed up with the National Assembly's unanimous declarations, now the federal government is once again taking unilateral action with its reform of the temporary foreign worker program, despite repeated requests from Quebec's labour minister.","Monsieur le Président, après avoir investi dans Churchill Falls, qui va entrer en compétition directe avec Hydro-Québec et les revenus du Québec, après avoir imposé un péage sur le nouveau pont Champlain, et après avoir toléré les propos d'un député qui affirmait qu'il en avait soupé des déclarations unanimes de l'Assemblée nationale, voilà que le gouvernement fédéral agit encore à sens unique avec sa réforme du Programme des travailleurs étrangers temporaires, malgré les demandes répétées de la ministre du Travail du Québec.",1,919,BQ,31.3,0.5966022665826521,-0.5966022665826521,"Mr. Louis Plamondon (Bas-Richelieu—Nicolet—Bécancour, BQ)",44M 11S,2.4583211918184786,https://youtu.be/-2mJONWGsZ0
919,2015 04 21 9,20,2015-04-21,"Mr. Speaker, in December 2014, the government ended the moratorium on deporting some 3,000 citizens of Haiti and Zimbabwe, requiring them to obtain status by June 1, 2015.","Monsieur le Président, en décembre 2014, le gouvernement levait le moratoire sur le renvoi d'environ 3 000 ressortissants d'Haïti et du Zimbabwe, exigeant la régularisation de leur statut d'ici le 1er juin 2015.",1,920,IND,12.05,0.05746841356657183,-0.05746841356657183,"Mrs. Maria Mourani (Ahuntsic, Ind.)",45M 25S,0.9798175974200216,https://youtu.be/5KQARnh7gKc
920,2015 04 01 0,10,2015-04-01,We have done a lot for the manufacturing sector despite opposition from the NDP.,Nous avons fait beaucoup pour ce secteur malgré l'opposition du NPD.,1,921,CPC,8.59,0.19016604235678514,-0.19016604235678514,"Right Hon. Stephen Harper (Prime Minister, CPC)",3M 46S,0.354359867088663,https://youtu.be/sJ85uabVwH4
921,2015 04 01 1,14,2015-04-01,The NDP voted against the automotive innovation fund for the auto industry and against the national shipbuilding procurement strategy—,Le NPD a voté contre le Fonds d'innovation pour le secteur de l'automobile et contre la Stratégie nationale d'approvisionnement en matière de construction...,1,922,CPC,10.49,0.1807963002523008,0.1807963002523008,"Right Hon. Stephen Harper (Prime Minister, CPC)",4M 10S,0.7148215002463466,https://youtu.be/kZT40D76sT8
922,2015 04 01 2,8,2015-04-01,We are still trying to find 40 million of those dollars.,We are still trying to find 40 million of those dollars.,0,923,CPC,4.02,0.0982579116555696,-0.0982579116555696,"Right Hon. Stephen Harper (Prime Minister, CPC)",9M 7S,0.31250223237813257,https://youtu.be/M7BYV2M-nW8
923,2015 04 01 3,18,2015-04-01," The Information Commissioner was clear: “Although the Act was intended to shine a light on government decisions, it has become a shield against transparency and has encouraged a culture of delay.”","Ce que dit la commissaire à l'information est sans équivoque: « la Loi, qui devait faire la lumière sur les décisions du gouvernement, est devenue un bouclier contre la transparence et a encouragé une culture du retard ».",0,924,NDP,12.05,0.3285533626247863,-0.3285533626247863,"Ms. Ève Péclet (La Pointe-de-l'Île, NDP)",16M 9S,0.888489059663178,https://youtu.be/t9Zzqw4gca8
924,2015 04 01 4,16,2015-04-01,"Instead of doing something about it, the Conservatives keep singing the praises of the Minister of Finance, who keeps failing to show up for work.","Au lieu d'agir, les conservateurs célèbrent la disparition du ministre des Finances.",1,925,LIB,5.04,0.26168542876881223,-0.26168542876881223,"Hon. Dominic LeBlanc (Beauséjour, Lib.)",25M 14S,0.8376315161273982,https://youtu.be/66pkLn1Vq_Q
925,2015 04 01 5,44,2015-04-01,"Mr. Speaker, here is the government's record: the economy is shrinking, unemployment is up, TD Bank says it is getting worse, CIBC says job quality is at the lowest ebb in 25 years, BNN is reporting the most pessimistic business outlook since the last recession, and the Bank of Canada says only substantial monetary stimulus is keeping Canada from falling back into recession.","Mr. Speaker, here is the government's record: the economy is shrinking, unemployment is up, TD Bank says it is getting worse, CIBC says job quality is at the lowest ebb in 25 years, BNN is reporting the most pessimistic business outlook since the last recession, and the Bank of Canada says only substantial monetary stimulus is keeping Canada from falling back into recession.",0,926,LIB,25.47,1.240414334860232,-1.240414334860232,"Hon. Ralph Goodale (Wascana, Lib.)",27M 45S,2.3915489196744084,https://youtu.be/lrdn27MJ9-E
926,2015 04 01 6,9,2015-04-01,"These are very strong words, words that must be acknowledged by the Prime Minister.","These are very strong words, words that must be acknowledged by the Prime Minister.",0,927,NDP,6.54,0.05230143729672168,-0.05230143729672168,"Ms. Niki Ashton (Churchill, NDP)",43M 44S,0.44151693043906043,https://youtu.be/iiKUKMrSjEQ
927,2015 04 01 7,31,2015-04-01," Mr. Speaker, it is strange to see this member make this kind of accusation when at every step of the measures we have taken and are taking to improve and reduce the gaps between aboriginal and non-aboriginal Canadians, this party, the NDP, votes against each and every measure."," Mr. Speaker, it is strange to see this member make this kind of accusation when at every step of the measures we have taken and are taking to improve and reduce the gaps between aboriginal and non-aboriginal Canadians, this party, the NDP, votes against each and every measure.",0,928,CPC,24.24,0.10302882422547563,-0.10302882422547563,"Hon. Bernard Valcourt (Minister of Aboriginal Affairs and Northern Development, CPC)",44M 24S,1.3877154209445248,https://youtu.be/wwSmuwnJY7s
928,2015 04 01 8,15,2015-04-01,"Residents are outraged by the lack of public consultation, and the mayor of Laval deplores the one-way communications from Canada Post. ","Les citoyens sont outrés par le manque de consultation de la population, et le maire de Laval déplore les communications à sens unique avec Postes Canada. ",1,929,NDP,7.36,0.034817096992420735,-0.034817096992420735,"M. François Pilon (Laval—Les Îles, NPD)",49M 22S,0.9270745487706985,https://youtu.be/CDqHSgbuNbY
929,2015 04 01 9,13,2015-04-01,Will the government honour the City of Laval's request or will it plough ahead with the installation of community boxes?,Le gouvernement va-t-il respecter la demande de la Ville de Laval ou bien va-t-il continuer à forcer l'installation de boîtes postales communautaires?,1,930,NDP,7.22,0.37451280119837194,0.37451280119837194,"M. François Pilon (Laval—Les Îles, NPD)",49M 41S,0.6633066475312391,https://youtu.be/irePpg4M5X0
930,2015 03 27 0,13,2015-03-27,"Outside of a full recession, we have had the slowest consecutive 15 months of job growth on record.","Outside of a full recession, we have had the slowest consecutive 15 months of job growth on record.",0,931,LIB,6.47,0.3219343678959246,-0.3219343678959246,"Mr. Marc Garneau (Westmount—Ville-Marie, Lib.)",7M 27S,0.6196490002330393,https://youtu.be/aPsyGnIyzW0
931,2015 03 27 1,21,2015-03-27," I would like to remind the member opposite that we have a strong system of gun control in Canada, and our government has toughened laws and penalties for those who commit crimes with guns."," I would like to remind the member opposite that we have a strong system of gun control in Canada, and our government has toughened laws and penalties for those who commit crimes with guns.",0,932,CPC,9.33,0.04737494114254197,-0.04737494114254197,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",15M 3S,1.1145920269024958,https://youtu.be/H0abzIBrD2M
932,2015 03 27 2,19,2015-03-27,"Mr. Speaker, the reason the Liberals want a budget is so that they can increase taxes for Canadian families. Canadians do not want the Liberal Party's tax increases.","Monsieur le Président, la raison pour laquelle les libéraux veulent un budget, c'est qu'ils veulent augmenter les impôts et les taxes pour les familles canadiennes. ",1,933,CPC,9.12,0.35445138657425035,-0.35445138657425035,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",23M 46S,1.0397083505369145,https://youtu.be/CQu3EEUpH7g
933,2015 03 27 3,10,2015-03-27,They also do not get something else from the current government: infrastructure money. ,They also do not get something else from the current government: infrastructure money. ,0,934,LIB,3.14,0.16410084221882115,-0.16410084221882115,"Mr. Adam Vaughan (Trinity—Spadina, Lib.)",24M 42S,0.5834156110494014,https://youtu.be/1AdrC3ql-58
934,2015 03 27 4,6,2015-03-27,Conservative cuts are simply destroying our public broadcaster.,Conservative cuts are simply destroying our public broadcaster.,0,935,NDP,4.3,0.41613191183257314,-0.41613191183257314,"Mr. Murray Rankin (Victoria, NDP)",27M 18S,0.5694970604630984,https://youtu.be/9VsB6dApfUw
935,2015 03 27 5,12,2015-03-27,"Will the minister, who has made this shameful, groundless insult to Alberta first nations, stand and apologize?","Will the minister, who has made this shameful, groundless insult to Alberta first nations, stand and apologize?",0,936,NDP,7.29,0.6707444658365733,-0.6707444658365733,"Ms. Linda Duncan (Edmonton—Strathcona, NDP)",32M 23S,0.8911545474610258,https://youtu.be/ybREaYxGTHY
936,2015 03 27 6,11,2015-03-27,That is unacceptable and it is doing it in order to give a tax break to the rich.,That is unacceptable and it is doing it in order to give a tax break to the rich.,0,937,LIB,5.31,0.361117179205134,-0.361117179205134,"Hon. Wayne Easter (Malpeque, Lib.)",37M 51S,0.7059346079882485,https://youtu.be/MKWoBo-cYLE
937,2015 03 27 7,5,2015-03-27,Canada Post is ignoring the diversity of municipalities.,Postes Canada ne prend aucunement en considération la diversité des réalités municipales.,1,938,NDP,4.43,0.17163966486363538,0.17163966486363538,"Ms. Charmaine Borg (Terrebonne—Blainville, NDP)",39M 21S,0.45589249118763425,https://youtu.be/LezxGg9Ug8A
