Label,Date,ID_main,youTube,timeStamp,Speaker,French,party,seconds,english,floor,preprocessed,svm_imdb,fasttext_imbd,fasttext_imbdWeight,svm_stanford,fasttext_stanford,fasttext_stanfordWeights,liwc,vader,svm_imdb_probability
784,2016-01-25,2016 01 25 3,https://youtu.be/JerX1yOy1xI,13M 27S,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",0,LIB,11.17,"However, after we get through with a consultation process that has substance, includes indigenous peoples, and understands environmental issues, we will have a better chance than that government had.","However, after we get through with a consultation process that has substance, includes indigenous peoples, and understands environmental issues, we will have a better chance than that government had.",however consultation process substance include indigenous people understand environmental issue good chance government,Positive,Positive,0.96112204,Positive,Negative,-0.68046117,3.9907550077041605,7.997000000000001,0.7985338014132206
785,2016-01-25,2016 01 25 4,https://youtu.be/LjnMSRDZVuU,19M 27S,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",0,LIB,4.15,"That is the way we develop public confidence, and that is exactly what we are doing.","That is the way we develop public confidence, and that is exactly what we are doing.",that way develop public confidence exactly,Negative,Negative,-0.79811805,Negative,Positive,0.8711639,5.454545454545455,7.553000000000001,0.36785767840612643
786,2016-01-25,2016 01 25 5,https://youtu.be/S-lqYn1NmbY,24M 48S,"Mr. Joël Godin (Portneuf—Jacques-Cartier, CPC)",1,CPC,4.08,His call to the husband of one of the victims was not worthy of a prime minister.,L'appel logé au conjoint d'une des victimes n'est pas digne d'un chef d'État., husband victim worthy prime minister,Negative,Negative,-0.84261876,Negative,Positive,0.89991081,3.181818181818182,6.0115,0.313185573713119
787,2016-01-25,2016 01 25 6,https://youtu.be/ArgyGi-Qe6U,28M 52S,"Hon. Jane Philpott (Minister of Health, Lib.):  ",0,LIB,18.53,"Mr. Speaker, I have just met with my provincial and territorial colleagues and have reiterated to them that our government fully supports the principles of the Canada Health Act, which are meant to ensure that all Canadians have reasonable access to medically necessary care based upon need and not based upon the ability to pay.","Mr. Speaker, I have just met with my provincial and territorial colleagues and have reiterated to them that our government fully supports the principles of the Canada Health Act, which are meant to ensure that all Canadians have reasonable access to medically necessary care based upon need and not based upon the ability to pay.",mr. speaker  meet provincial territorial colleague reiterate government fully support principle canada health act mean ensure canadians reasonable access medically necessary care base need base ability pay,Negative,Negative,-0.80459911,Negative,Positive,0.50237131,4.113082039911308,9.3275,0.24784893745107572
788,2016-01-25,2016 01 25 7,https://youtu.be/rBAr7p-UPN4,29M 1S,"Hon. Jane Philpott (Minister of Health, Lib.)",0,LIB,4.22,I am committed to working with my provincial and territorial colleagues to uphold the Canada Health Act.,I am committed to working with my provincial and territorial colleagues to uphold the Canada Health Act., committed work provincial territorial colleague uphold canada health act,Positive,Negative,-0.56363344,Positive,Negative,-0.82452458,3.8356164383561646,6.3660000000000005,0.6772694730342739
789,2016-01-25,2016 01 25 8,https://youtu.be/x9A8ZtUx0-U,33M 32S,"Mr. Chris Warkentin (Grande Prairie—Mackenzie, CPC)",0,CPC,5.03,How can he justify her hiring and how can he justify this blatant conflict of interest?,How can he justify her hiring and how can he justify this blatant conflict of interest?,how justify hiring justify blatant conflict interest,Negative,Negative,-0.99906474,Negative,Negative,-0.87218702,4.09965034965035,5.8895,0.08827827689230457
790,2016-01-25,2016 01 25 9,https://youtu.be/uzH587vEpKw,40M 29S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,14.17,"I would like to take this opportunity to remind the members of this House that 100 years ago this week, the women of Manitoba secured the right to vote for women, and that is worthy of celebration.","I would like to take this opportunity to remind the members of this House that 100 years ago this week, the women of Manitoba secured the right to vote for women, and that is worthy of celebration.", like opportunity remind member house 100 year ago week woman manitoba secure right vote woman worthy celebration,Positive,Positive,0.82176787,Positive,Positive,0.86233145,3.604183427192277,9.3125,0.7359018391135652
791,2015-12-09,2015 12 09 0,https://youtu.be/HKhFKss7eV0,6M 33S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,16.21,"We encourage all members in the House to do that because it is a reflection of what Canadians asked for right across the country: investments in our future and in our communities, and help for the middle class by lowering taxes on the middle class and raising them for the wealthiest 1%.","We encourage all members in the House to do that because it is a reflection of what Canadians asked for right across the country: investments in our future and in our communities, and help for the middle class by lowering taxes on the middle class and raising them for the wealthiest 1%.", encourage member house reflection canadians ask right country investment future community help middle class lower tax middle class raise wealthy 1,Positive,Positive,0.59796858,Positive,Positive,0.65710205,3.5064935064935066,8.715,0.6779210413527352
792,2015-12-09,2015 12 09 1,https://youtu.be/u0CKgP5zBIY,10M 56S,"Hon. Bill Morneau (Minister of Finance, Lib.)",0,LIB,4.43,"Mr. Speaker, we find ourselves in a more challenging situation than we expected. ","Mr. Speaker, we find ourselves in a more challenging situation than we expected. ",mr. speaker find challenging situation expect   ,Negative,Positive,0.968059,Negative,Negative,-0.52086681,4.176136363636364,5.7655,0.5398885044978591
793,2015-12-09,2015 12 09 2,https://youtu.be/SspTSfD-dSU,11M 56S,"Hon. Lisa Raitt (Milton, CPC)",0,CPC,11.3,"However, lo and behold, the Minister of Finance is going to fill that gap by taxing small businesses, the veterinarians, the chiropractors, the doctors, the dentists, and seniors, through the TFSA.","However, lo and behold, the Minister of Finance is going to fill that gap by taxing small businesses, the veterinarians, the chiropractors, the doctors, the dentists, and seniors, through the TFSA.",however lo behold    minister finance    go fill gap tax small business veterinarian chiropractor doctor dentist senior tfsa,Positive,Negative,-0.60045689,Positive,Negative,-0.8699621,2.79692082111437,5.0,0.8452020683701834
794,2015-12-09,2015 12 09 3,https://youtu.be/1y_QyJkE3GI,15M 15S,"Mr. Phil McColeman (Brantford—Brant, CPC)",0,LIB,8.18," Mr. Speaker, the Liberals promised Canadians a revenue-neutral tax cut, made possible by taxing high earners."," Mr. Speaker, the Liberals promised Canadians a revenue-neutral tax cut, made possible by taxing high earners.",   mr. speaker liberals promise canadians revenue neutral tax cut possible tax high earner,Negative,Negative,-0.84236568,Negative,Positive,0.64910847,2.651515151515152,5.258000000000001,0.07357420644215316
795,2015-12-09,2015 12 09 4,https://youtu.be/a-WN72oQypk,24M 45S,"Mr. Alistair MacGregor (Cowichan—Malahat—Langford, NDP)",0,NDP,5.52,When will the government implement its promise to lift seniors out of poverty?,When will the government implement its promise to lift seniors out of poverty?,when government implement promise lift senior poverty,Negative,Negative,-0.72411376,Negative,Negative,-0.62112975,4.082332761578044,3.75,0.24187301514166673
796,2015-12-09,2015 12 09 5,https://youtu.be/WupbVoxowbI,26M 12S,"Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",0,LIB,9.4,"However, I would welcome and support a decision by U.S. Steel to disclose the terms of the settlement in the spirit of openness and transparency, like the example set by our Prime Minister.","However, I would welcome and support a decision by U.S. Steel to disclose the terms of the settlement in the spirit of openness and transparency, like the example set by our Prime Minister.",however  welcome support decision u.s. steel disclose term settlement spirit openness transparency like example set    prime minister,Positive,Positive,0.67987472,Positive,Positive,0.91429764,3.5406698564593304,9.417,0.5805915175515979
797,2015-12-09,2015 12 09 6,https://youtu.be/XJKKlKk7xvs,27M 1S,"Mr. Ahmed Hussen (York South—Weston, Lib.)",0,LIB,9.4,"As someone who represents a riding with many Canadians who were once refugees, I ask if the Prime Minister could please update this august House on this important national level.","As someone who represents a riding with many Canadians who were once refugees, I ask if the Prime Minister could please update this august House on this important national level.",as represent riding canadians refugee  ask    prime minister    update august house important national level,Positive,Positive,0.75466257,Positive,Positive,0.9075287,3.623737373737374,6.0115,0.5821093928307314
798,2015-12-09,2015 12 09 7,https://youtu.be/i0mjGmH3scA,30M 50S,"Hon. Dominic LeBlanc (Leader of the Government in the House of Commons, Lib.)",0,LIB,2.53,He is serving Canadians in an exemplary way.,He is serving Canadians in an exemplary way., serve canadians exemplary way,Positive,Positive,0.50791633,Positive,Negative,-0.51490116,3.181818181818182,5.0,0.5222055534572914
799,2015-12-09,2015 12 09 8,https://youtu.be/LjFEigg9yHQ,35M 40S,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",0,LIB,9.12,"While the prices are low, we will be modernizing the National Energy Board, so when pipelines are built, they will have the confidence of Canadians.","While the prices are low, we will be modernizing the National Energy Board, so when pipelines are built, they will have the confidence of Canadians.",while price low modernize national energy board pipeline build confidence canadians,Negative,Negative,-0.738846,Negative,Positive,0.5257197,3.181818181818182,7.553000000000001,0.4509066271262498
800,2015-12-09,2015 12 09 9,https://youtu.be/Z1xlweHwYgA,44M 26S,"Mr. Xavier Barsalou-Duval (Pierre-Boucher—Les Patriotes—Verchères, BQ)",1,BQ,12.4," Mr. Speaker, on February 20, the Prime Minister promised the Board of Trade of Metropolitan Montreal that a Liberal government would immediately reinstate the tax credits for labour-sponsored funds in full.","Monsieur le Président, le 20 février dernier, devant la Chambre de commerce du Montréal métropolitain, le premier ministre a promis qu'un gouvernement libéral rétablirait immédiatement les crédits d'impôt pour contribution aux fonds de travailleurs, et ce, intégralement.",   mr. speaker february 20    prime minister    promise board trade metropolitan montreal liberal government immediately reinstate tax credit labour sponsor fund,Negative,Negative,-0.75277728,Negative,Positive,0.70081264,3.4782608695652177,7.997000000000001,0.13379306545648348
801,2015-12-07,2015 12 07 0,https://youtu.be/OMAr9GMril8,5M 26S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,LIB,5.39,"We will remain engaged in terms of our military, but we are withdrawing our fighter jets.","Nous allons continuer à rester engagé sur le plan militaire, mais nous allons retirer nos avions de chasse.", remain engaged term military withdraw fighter jet,Positive,Negative,-0.59826207,Positive,Negative,-0.64720017,3.181818181818182,7.553000000000001,0.5222055534572914
802,2015-12-07,2015 12 07 1,https://youtu.be/W_qb-wuE1tg,16M 4S,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",1,CPC,2.32,Why is our government neglecting Canadian entrepreneurs?,Pourquoi le gouvernement néglige-t-il les entrepreneurs canadiens?,why government neglect canadian entrepreneur,Negative,Negative,-0.99020123,Negative,Negative,-0.99124438,3.181818181818182,2.706,0.28132013703724423
803,2015-12-07,2015 12 07 2,https://youtu.be/7x2sZKwbP0s,17M 4S,"Mr. Phil McColeman (Brantford—Brant, CPC)",0,CPC,12.12,"Can the finance minister tell us whether he plans to eliminate tax credits for first-time homebuyers, students, apprentices, families with children in sports and arts, or all of the above?","Can the finance minister tell us whether he plans to eliminate tax credits for first-time homebuyers, students, apprentices, families with children in sports and arts, or all of the above?",can    finance minister    tell plan eliminate tax credit time homebuyer student apprentice family child sport art,Negative,Positive,0.72136277,Negative,Negative,-0.60054725,3.181818181818182,6.909,0.3661594964865276
804,2015-12-07,2015 12 07 3,https://youtu.be/y6cwPgJkVco,27M 59S,"Mr. Charlie Angus (Timmins—James Bay, NDP)",0,NDP,9.47,Could the minister tell us what her timeline is for an action plan and will that action plan have clear guidelines and commitments so we can get results for these communities?,Could the minister tell us what her timeline is for an action plan and will that action plan have clear guidelines and commitments so we can get results for these communities?,could minister tell timeline action plan action plan clear guideline commitment result community,Positive,Positive,0.89672583,Positive,Positive,0.75357401,3.6789772727272734,8.1845,0.5222055534572914
