"Label","Date","ID_main","youTube","timeStamp","Speaker","French","party","seconds","english","floor","lexiProcessed","sentiment_lsd","sentiment_jockers_rinker","sentiment_sentiwordnet","sentiment_huliu"
990,"2015-02-20","2015 02 20 9","https://youtu.be/er81ijIOfjI","44M 45S","Mr. Claude Patry (Jonquière—Alma, BQ)",1,"BQ","11.23","Mr. Speaker, while the current Quebec government is hurting the regions by making ill-advised decisions to supposedly improve public finances, the fiscal imbalance between Ottawa and the provinces continues to grow.","Monsieur le Président, alors que l'actuel gouvernement du Québec frappe les régions en prenant des décisions mal avisées pour soi-disant assainir les finances publiques, le déséquilibre fiscal entre Ottawa et les provinces ne cesse de s'accroître.","Mr . Speaker , while the current Quebec government is hurting the regions by making ill xadvised decisions to supposedly improve public finances , the fiscal imbalance between Ottawa and the provinces continues to grow .",-0.5,-0.254319555370775,-0.260709460817966,-0.348409675937063
991,"2015-02-17","2015 02 17 0","https://youtu.be/nwtudcd8q7E","5M 50S","Right Hon. Stephen Harper (Prime Minister, CPC)",1,"CPC","31.05","Mr. Speaker, we believe that a large percentage of Quebeckers agree with our government on tax breaks, tax cuts, direct benefits to families and the fight against crime and terrorism, rather than with a party that wants to increase taxes, provides benefits to bureaucrats and unions, and does not take the fight against terrorists, jihadists and criminals seriously.","Monsieur le Président, nous croyons qu'une grande proportion de Québécois et de Québécoises sont d'accord avec notre gouvernement concernant l'allégement du fardeau fiscal, la baisse des taxes et des impôts, les avantages directs aux familles et la lutte contre la criminalité et le terrorisme, plutôt qu'avec un parti qui veut hausser les taxes et les impôts, qui apporte des avantages à des bureaucraties et des syndicats et qui ne prend pas au sérieux la lutte contre les terroristes, les djihadistes et les criminels.","Mr . Speaker , we believe that a large percentage of Quebeckers agree with our government on tax breaks , tax cuts , direct benefits to families and the fight against crime and terrorism , rather than with a party that wants to increase taxes , provides benefits to bureaucrats and unions , and does not fight against terrorists , jihadists and criminals seriously .",-0.416666666666667,-0.210665161092117,0.112967369553211,-0.130024714518226
992,"2015-02-17","2015 02 17 1","https://youtu.be/VOps3UNbvxg","8M 36S","Right Hon. Stephen Harper (Prime Minister, CPC)",0,"CPC","8.58","These vaccines have historically proven extremely effective in reducing and in some cases even eliminating certain types of previously debilitating ailments.","These vaccines have historically proven extremely effective in reducing and in some cases even eliminating certain types of previously debilitating ailments.","These vaccines have historically proven extremely effective in reducing and in some cases even eliminating certain types of previously debilitating ailments .",-0.5,0.0687958236811666,0.246257354066181,0.289386459460218
993,"2015-02-17","2015 02 17 2","https://youtu.be/El3m-RO5a8E","9M 25S","Mr. Justin Trudeau (Papineau, Lib.)",1,"LIB","7.08","Furthermore, Mr. Harper cut the budget by 23%—","De plus, M. Harper a réduit de 23 % le budget...","Furthermore , Mr Harper cut the budget by 23%—",NA,-0.0783742845361102,-0.209230819103847,0
994,"2015-02-17","2015 02 17 3","https://youtu.be/1f3Q9Oc6CLY","10M 15S","Right Hon. Stephen Harper (Prime Minister, CPC)",1,"CPC","8.59","Vaccines have historically proven effective in improving the health of our children and families.","Le bilan historique est très clair en ce qui concerne l'utilité de ces vaccins pour améliorer la santé de nos enfants et de nos familles. ","Vaccines have historically proven effective in improving the health of our children and families .",1,0.316216303848738,0.538989886382615,0.589666395337801
995,"2015-02-17","2015 02 17 4","https://youtu.be/4fidYNuCVvo","23M 34S","Hon. Judy Sgro (York West, Lib.)",0,"LIB","8.17","Does the minister agree that the only thing growing faster than GTA potholes is the Conservative addiction to lavish partisan ads?","Does the minister agree that the only thing growing faster than GTA potholes is the Conservative addiction to lavish partisan ads?","Does the minister agree that the only thing growing faster than GTA potholes is the Conservative addiction to lavish partisan ads ?",0.333333333333333,-0.218999672345756,0.17670676112204,-0.172540725780267
996,"2015-02-17","2015 02 17 5","https://youtu.be/a-2k4wVCico","33M 32S","Hon. Ed Fast (Minister of International Trade, CPC)",0,"CPC","9.33","Mr. Speaker, as I already mentioned, this government took the step of taking this dispute to the World Trade Organization, where we believe we will prevail.","Mr. Speaker, as I already mentioned, this government took the step of taking this dispute to the World Trade Organization, where we believe we will prevail.","Mr . Speaker , as I already mentioned , this government took the step of taking this dispute to the World Trade Organization , where we believe we will prevail .",-1,-0.0572065628287427,0.242252396087542,-0.193708215412832
997,"2015-02-17","2015 02 17 6","https://youtu.be/pWze8xVjpi0","35M 21S","Mr. Pierre Nantel (Longueuil—Pierre-Boucher, NDP)",1,"NDP","8.52","Now that their contempt is on public display, will the minister finally confess that she and her government take malicious pleasure in sucking the life out of the CBC?","Maintenant que leur mépris est sur la place publique, est-ce que la ministre peut enfin avouer qu'elle et son gouvernement prennent un malin plaisir à saigner CBC/Radio-Canada?","Now that their contempt is on public display , will the minister finally confess that she and her government take malicious pleasure in sucking the life out of the CBC ?",-0.6,-0.206277063797116,-0.299388325199379,-0.365937002305983
998,"2015-02-17","2015 02 17 7","https://youtu.be/nlAQ0FEauhM","40M 18S","Mr. Murray Rankin (Victoria, NDP)",0,"NDP","8.52","Recently, the spokesperson for the Thalidomide Victims Association said, “Members are starting to fear it was all a facade”.","Recently, the spokesperson for the Thalidomide Victims Association said, “Members are starting to fear it was all a façade”.","Recently , the spokesperson for the Thalidomide Victims Association said , “Members are starting to fear it was all a facade” .",-1,-0.28278645672544,-0.113347834173319,-0.226429165380352
999,"2015-02-17","2015 02 17 8","https://youtu.be/i_91BI3tpEU","41M 7S","Mr. Daryl Kramp (Prince Edward—Hastings, CPC)",0,"CPC","13.14"," Mr. Speaker, before Bill C-31, CRA officials were inexplicably prohibited from passing along evidence of serious criminal activity, uncovered on the job, to relevant law enforcement agencies. "," Mr. Speaker, before Bill C-31, CRA officials were inexplicably prohibited from passing along evidence of serious criminal activity, uncovered on the job, to relevant law enforcement agencies. ","Mr . Speaker , before Bill C - 31 , CRA officials were inexplicably prohibited from passing along evidence of serious criminal activity , uncovered on the job , to relevant law enforcement agencies .",-0.2,-0.215124418640414,-0.043428399141375,-0.186746483639877
1000,"2015-02-17","2015 02 17 9","https://youtu.be/8JczI4unEic","44M 48S","Hon. Candice Bergen (Minister of State (Social Development), CPC)",0,"CPC","6.27"," Mr. Speaker, I would like to thank the member for Don Valley East for the good work he is doing to support families in his riding."," Mr. Speaker, I would like to thank the member for Don Valley Eastfor the good work he is doing to support families in his riding.","Mr . Speaker , I would like to thank the member for Don Valley East for the good work he is doing to support families in his riding .",1,0.283079914790869,0.116143189041781,0.720938398807095
1001,"2015-02-05","2015 02 05 0","https://youtu.be/3OEKtfNcRTQ","2M 26S","Hon. James Moore (Minister of Industry, CPC)",0,"CPC","5.39","For example, we are putting forward our national shipbuilding procurement policy, which the NDP has opposed.","For example, we are putting forward our national shipbuilding procurement policy, which the NDP has opposed.","For example , we are putting forward our national shipbuilding procurement policy , which the NDP has opposed .",0,-0.0419426229508197,0.0848739096830494,0
1002,"2015-02-05","2015 02 05 1","https://youtu.be/sQL-Oi_BfRE","4M 26S","Ms. Rosane Doré Lefebvre (Alfred-Pellan, NDP)",0,"NDP","8.31","Mr. Speaker, on the Conservative's new security bill, Canadians have more questions than answers about whether these new powers are necessary, or even what they do.","Mr. Speaker, on the Conservative's new security bill, Canadians have more questions than answers about whether these new powers are necessary, or even what they do.","Mr . Speaker , on the Conservative ' s new security bill , Canadians have more questions than answers about whether these new powers are necessary , or even what they do .",NA,0.253743603652619,-0.10724490554699,0
1003,"2015-02-05","2015 02 05 2","https://youtu.be/b7WKH2ek6Jo","12M 28S","Hon. James Moore (Minister of Industry, CPC)",0,"CPC","11.51","If the NDP does not understand that the Canadian Manufacturers & Exporters is the expert and that high taxes would kill jobs under the NDP's plan, then I guess we will all just have to live with our disappointment that the NDP just cannot learn.","If the NDP does not understand that the Canadian Manufacturers & Exporters is the expert and that high taxes would kill jobs under the NDP's plan, then I guess we will all just have to live with our disappointment that the NDP just cannot learn.","If the NDP does not understand that the Canadian Manufacturers & Exporters is the expert and that high taxes would kill jobs under the NDP ' s plan , then I guess we will all just have to live with our disappointment that the NDP just can not learn .",0.142857142857143,-0.275051569581013,-0.267884571697269,-0.445407950671914
1004,"2015-02-05","2015 02 05 3","https://youtu.be/TlM5M5XEQPc","13M 49S","Mr. Peter Braid (Parliamentary Secretary for Infrastructure and Communities, CPC)",0,"CPC","3.55","Public transit is an eligible category under every component of the plan.","Public transit is an eligible category under every component of the plan.","Public transit is an eligible category under every component of the plan .",NA,0.133867325473445,-0.0540129716981132,0
